FORID,IncidentName,CalendarYear,UniqueFireIdentifier,IncidentTypeCategory,IncidentTypeKind,FireDiscoveryDateTime,IncidentSize,POOJurisdictionalAgency,POOJurisdictionalUnit,Longitude,Latitude,RelatedIrwinIDs,Fire Cause,Fire Cause General,Fire Cause Specific,Acres - BIA,Acres - BLM,Acres - ANCSA,Acres - BOR,Acres - City,Acres - County,Acres - DOD,Acres - DOE,Acres - Foreign,Acres - NPS,Acres - Other Federal,Acres - Other Local,Acres - Private,Acres - State,Acres - Tribal,Acres - USFS,Acres - USFWS,MinUniqueness,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,CreatedBySystem,CreatedOnDateTime,DataSources,DetectionMethod,DispatchCenterID,EstimatedContainmentDate,Fatalities,FinalFireReportApprovedBy,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FinalFireReportNarrative,FinalStrategyAttainedDateTime,FireCauseActivityGroup,FireCauseAgeCategory,FireCauseComments,FireCauseSpecificDetail,FireCode,FireDepartmentID,FireGrowthCessationDateTime,FireIgnitionDateTime,FireMgmtComplexity,FireOccurenceRecordID,FireOutDateTime,FSJobCode,FSOverrideCode,GACC,HasFatalities,HasInjuries,OBJECTID,InFORM Create Date,InFORM Last Modified Date,INFORMUserName,InFuelTreatment,InitialFireStrategy,InitialLatitude,InitialLongitude,InitialResponseAgencies,InitialResponseDateTime,Injuries,IsCauseProhibited,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsInitialFireStrategyMet,IsMultiRoot,IsPOOOnUnprotectedLand,IsQuarantined,IsTrespass,IsValid,LocalIncidentIdentifier,ModifiedBySystem,ModifiedOnDateTime,NonFederalFinancialCode,OtherStructuresDestroyed,OtherStructuresThreatened,POOCity,POOCounty,POODispatchCenterID,POOFips,POOFireIntensityLevel,POOLandownerCategory,POOLandownerKind,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryWeatherStationIdentifier,ResidencesDestroyed,ResidencesThreatened,Status,UnprotectedLandResponseReason,UtcOffset,CombustionFuelClass,CombustionFuelGroup,InIMSR,InitialIMSRDate,FinalIMSRDate,FireManagementOption,Beneficial Acres - BIA,Beneficial Acres - BLM,Beneficial Acres - ANCSA,Beneficial Acres - BOR,Beneficial Acres - City,Beneficial Acres - County,Beneficial Acres - DOD,Beneficial Acres - DOE,Beneficial Acres - Foreign,Beneficial Acres - NPS,Beneficial Acres - Other Federal,Beneficial Acres - Other Local,Beneficial Acres - Private,Beneficial Acres - State,Beneficial Acres - Tribal,Beneficial Acres - USFS,Beneficial Acres - USFWS
{5FFFF5AE-C4CF-4FA2-A1C1-B9D12737CA0C},FOLSOM,1994,1994-WYYNP-000017,WF,FI,7/26/1994 12:38:00 AM,0.1,NPS,WYYNP,-110.51743,44.8666,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.72,,DEFAULT,0,,7/26/1994 2:14:00 AM,WFMI,6/22/2003 6:00:00 AM,,Public,,,,RICHARD R BAHR,AFMO,,8/5/1994 6:00:00 AM,"THE FOLSOM FIRE WAS LIGHTNING CAUSED AND DETERMINED TO BE OUT OF PRESCRIPTION  IT WAS DETECTED BY A VISITOR ON MT WASHBURN AT 1838 ON /24/94 AND INITIAL      ATTACK WITH HELICOPTER 28G AND CREW AT 1935. CREW MEMBERS HAFER, FLEMING AND   STRATTON HAD THE FIRE CONTROLLED AT 2014. THEY SPENT THE NIGHT ON THE FIRE     AND COMPLETED MOPUP THE FOLLOWING DAY. THE FOLSOM FIRE WAS DECLARED OUT ON     8/4/94 WHEN PROBEYE DETECTION LOCATED NO HEAT IN THE BURNED AREA.",,,,,,,,,,,639111,8/5/1994 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:02 PM,1/30/2023 4:30:02 PM,,0,,44.8666,-110.51743,,7/26/1994 1:35:00 AM,,,,,,,0,,0,,1,000017,,8/2/2006 6:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480106,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{67C15BD7-852B-4A50-9465-45102BD91FA7},SPRING,1994,1994-WYYNP-000018,WF,FI,7/29/1994 4:30:00 PM,0.3,NPS,WYYNP,-111.09344,44.42558,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.76,,DEFAULT,0,,7/29/1994 11:00:00 PM,WFMI,6/22/2003 6:00:00 AM,,Other Aircraft,,,,RICHARD R BAHR,AFMO,,8/2/1994 6:00:00 AM,"AT 1030 ON 7/28/94 THE TARGHEE NATIONAL FOREST RECEIVED A REPORT OF SMOKE      ALONG THE BOUNDARY WITH YELLOWSTONE. UPON ARRIVING AT THE SMOKE, THEY          DETERMINED THAT IT WAS LOCATED ON NPS LAND AND PROVIDED A SIZE UP OF THE FIRE  TO YNP. THE LIGHTNING CAUSED FIRE WAS BURNING IN A 50 ACRE ISLAND OF TREES AND WAS DETERMINED TO BE OUT OF PRESCRIPTION.                                       THE TARGHEE BEGAN INITIAL ATTACK ON THE FIRE AT 1445 ON 7/28 WITH TWO ENGINES. AN ADDITIONAL ENGINE ARRIVED AT 1600. ONE ENGINE SPENT THE NIGHT ON THE FIRE   AND AT 0807 ON 7/29 THE FIRE WAS CONTROLLED. ON 7/31/94 THE SPRING FIRE WAS    DECLARED OUT.",,,,,,,,,,,639112,8/1/1994 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:02 PM,1/30/2023 4:30:02 PM,,0,,44.42558,-111.09344,,7/29/1994 8:45:00 PM,,,,,,,0,,0,,1,000018,,8/2/2006 6:00:00 AM,,,,,Fremont,MTBDC,,,NPS,Federal,NPS,,US-ID,,,480107,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{63895516-3B08-4216-9683-FE4AD141CAF4},LITTLE,1994,1994-WYYNP-000019,WF,FI,7/30/1994 1:55:00 PM,0.1,NPS,WYYNP,-110.46742,45.01661,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.72,,DEFAULT,0,,7/30/1994 7:00:00 PM,WFMI,6/22/2003 6:00:00 AM,,Other Agency Employee,,,,RICHARD R BAHR,AFMO,,8/5/1994 6:00:00 AM,"THE LITTLE FIRE WAS STARTED BY LIGHTNING AND REPORTED BY 864 EARLY ON 7/30/94. THE FIRE WAS DETERMINED TO BE OUT OF PRESCRIPTION AND INITIAL ATTACK BEGAN AT  1106. BUNDREN, WEITZ AND BRIAN HELMS WERE THE THREE FIREFIGHTERS THAT          RESPONDED TO THIS FIRE. THE FIRE WAS CONTROLLED BY 1300 AND THE CREW CAME OFF  THE FIRE AT 1647. THE LITTLE FIRE WAS DECLARED OUT ON 8/4/94 WHEN PROBEYE      DETECTION FAILED TO FIND ANDY HEAT WITHIN THE FIRE PERIMETER.",,,,,,,,,,,639113,8/5/1994 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:02 PM,1/30/2023 4:30:02 PM,,0,,45.01661,-110.46742,,7/30/1994 5:06:00 PM,,,,,,,0,,0,,1,000019,,8/2/2006 6:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-MT,,,480106,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{63D73E41-44CF-43F7-95A8-B0617C8B5B30},KEPLER,1994,1994-WYYNP-000020,WF,FI,8/2/1994 11:11:00 PM,0.1,NPS,WYYNP,-110.80076,44.43327,,Human,Recreation and ceremony,Outdoor oven/fireplace/metal fire ring,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.5,,DEFAULT,0,,8/3/1994 12:28:00 AM,WFMI,6/22/2003 6:00:00 AM,,Public,,,,RICHARD R BAHR,AFMO,,8/5/1994 6:00:00 AM,"The following changes were made to this Fire Report as part of the conversion from SACS to WFMI on 05/14/2005. PEOPLE: 0 - Mapped to 9 FORM OF HEAT: 3, not retained CERTAINTY: 1, not retained EQUIPMENT INVOLVED: 98, not retained MATERIAL INVOLVED: 7, not retained IGNITION FACTOR: 34, not retained CLASS PEOPLE: 1, not retained AGE: 8, not retained SEX: 3, not retained ACTIVITY INVOLVED: 3, not retained End of SACS to WFMI conversion notes.  THE KEPLER FIRE WHICH WAS REPORTED ON 8/2/94 AT 1711 WAS STARTED BY AN ILLEGAL CAMPFIRE. IT WAS LOCATED 20 FT OFF OF THE SERVICE ROAD NEAR KEPLER CASCADES.   INAFUKU, BUETER AND EDWARDS RESPONDED TO THE FIRE WITH A STRUCTURAL FIRE       TRUCK. THEY ARRIVED AT THE FIRE AT 1825 AND HAD IT UNDER CONTROL AT 1828. THE  FIRE WAS COLD TRAILED THE FOLLOWING DAY WITH NO EVIDENCE OF HEAT AND DECLARED  OUT ON 8/4/94.",,,,,,,,,,,639114,8/5/1994 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:02 PM,1/30/2023 4:30:02 PM,,0,,44.43327,-110.80076,,8/3/1994 12:25:00 AM,,,,,,,0,,0,,1,000020,,8/2/2006 6:00:00 AM,,,,,Teton,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480107,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{0362CB4E-1DFE-41E6-A0D7-E58CFF4C3A69},FIRE,1994,1994-WYYNP-000021,WF,FI,8/2/1994 11:27:00 PM,0.1,NPS,WYYNP,-110.8341,44.38326,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.5,,DEFAULT,0,,8/3/1994 2:30:00 AM,WFMI,6/22/2003 6:00:00 AM,,Fire Lookout(Tower),,,,PHIL PERKINS,FMO,,8/13/1994 6:00:00 AM,"THE FIRE FIRE WAS STARTED BY LIGHTNING ON 8/2/94. THE SMOKE WAS REPORTED BY    MT SHERIDAN AT 1727. HELICOPTER 28G WAS RECALLED FROM THE TETONS TO DO THE     INITIAL ATTACK. BUNDREN, FLEMING AND WEITZ WERE FLOWN IN AND BEGAN INITIAL     ATTACK AT 1932. THE FIRE FIRE WAS CONTROLLED AT 2030 AND THE THREE HELITACK    CREW MEMBERS SPENT THE NIGHT ON THE FIRE AND CONTINUED MOPPING UP THE          FOLLOWING DAY. THE FIRE WAS DECLARED OUT ON 8/12/94 WHEN PROBEYE DETECTION     LOCATED NO HEAT WITHIN THE FIRE PERIMETER.",,,,,,,,,,,639115,8/13/1994 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:02 PM,1/30/2023 4:30:02 PM,,0,,44.38326,-110.8341,,8/3/1994 1:32:00 AM,,,,,,,0,,0,,1,000021,,8/2/2006 6:00:00 AM,,,,,Teton,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480107,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{C06050DE-78F5-4D2C-9C1A-721830928CBF},AMETHYST,1994,1994-WYYNP-000022,WF,FI,8/5/1994 12:40:00 AM,0.1,NPS,WYYNP,-110.25075,44.88328,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.49,,DEFAULT,0,,8/5/1994 3:15:00 PM,WFMI,6/22/2003 6:00:00 AM,,Other Agency Employee,,,,PHIL PERKINS,FMO,,8/13/1994 6:00:00 AM,"THE AMETHYST FIRE WAS REPORTED AT 1840 ON 8/4/94 BY 222 BAILEY. THE FIRE       RECEIVED RAIN FOLLOWING THE SMOKE REPORT AND HELICOPTER 28G WAS UNABLE TO      LOCATE THE SMOKE THAT EVENING. FLEMING REPORTED THE SMOKE AGAIN 0740 ON 8/5.   BUNDREN, HAFER AND HELICOPTER 28G BEGAN INITIAL ATTACK AT 0854 AND HAD THE     FIRE CONTROLLED BY 0930. DEMOB WAS COMPLETED AT 1236 ON 8/5 AND THE AMYTHYST   FIRE WAS DECLARED OUT ON 8/11/94 AFTER NO BEING DETECTED WITH A PROBEYE.",,,,,,,,,,,639116,8/12/1994 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:02 PM,1/30/2023 4:30:02 PM,,0,,44.88328,-110.25075,,8/5/1994 2:54:00 PM,,,,,,,0,,0,,1,000022,,8/2/2006 6:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480106,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{498FAF6E-A12C-4A56-B0B6-F78D97E42E63},SPECIMEN,1994,1994-WYYNP-000023,WF,FI,8/5/1994 12:42:00 AM,0.1,NPS,WYYNP,-110.28408,44.8666,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.49,,DEFAULT,0,,8/5/1994 2:20:00 AM,WFMI,6/22/2003 6:00:00 AM,,Other Agency Employee,,,,PHIL PERKINS,FMO,,8/13/1994 6:00:00 AM,THE SPECIMEN FIRE WAS DETECTED BY 222 BAILEY AND MT WASHBURN AT 1842 ON 8/4/94 HELICOPTER 28G WITH CREW MEMBERS WEITZ AND FLEMING RESPONDED TO THE FIRE CALL  AND BEGAN INITIAL ATTACK AT 2000. THE FIRE WAS CONTROLLED AT 2045 AT WHICH     TIME WEITZ WAS REPLACED BY STRATTON. FLEMING AND STRATTON SPENT THE NIGHT ON   THE FIRE AND FINISHED MOPPING UP THE NEXT MORNING. THE SPECIMEN FIRE WAS       DECLARED OUT FOLLOWING PROBEYE DETECTION ON 8/11/94.,,,,,,,,,,,639117,8/12/1994 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:02 PM,1/30/2023 4:30:02 PM,,0,,44.8666,-110.28408,,8/5/1994 1:57:00 AM,,,,,,,0,,0,,1,000023,,8/2/2006 6:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480106,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{81F82A7C-DEF1-444B-9CC6-CC09F9EF74F9},SNAKE,1994,1994-WYYNP-000024,WF,FI,8/5/1994 1:22:00 AM,0.1,NPS,WYYNP,-110.65077,44.14994,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.7,,DEFAULT,0,,8/5/1994 4:00:00 AM,WFMI,6/22/2003 6:00:00 AM,,Fire Lookout(Tower),,,,PHIL PERKINS,FMO,,8/16/1994 6:00:00 AM,"MT SHERIDAN LOOKOUT REPORTED SMOKE FROM THE SNAKE FIRE AT 1922 ON 8/4/94.      INITIAL ATTACK BEGAN AT 2030 WITH HELICOPTER 6LT AND CREW SUPPORTED BY JON     GERSTER, MIKE ROSS, DAVE ROSS AND BRIAN STACKOWITZ. PARK PERSONNEL SPENT THE   NIGHT ON THE FIRE AND WERE REPLACED THE FOLLOWING MORNING BY DAVE PHILLIPS     WHO MONITORED THE FIRE AND FINISHED MOPPING UP. THE SNAKE FIRE WAS DECLARED    OUT ON 8/12/94 FOLLOWING PROBEYE DETECTION.",,,,,,,,,,,639118,8/13/1994 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:02 PM,1/30/2023 4:30:02 PM,,0,,44.14994,-110.65077,,8/5/1994 2:30:00 AM,,,,,,,0,,0,,1,000024,,8/2/2006 6:00:00 AM,,,,,Teton,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480105,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{28C35903-7798-453E-A6C9-D6825846CA6E},TERN,1994,1994-WYYNP-000025,WF,FI,8/6/1994 10:08:00 PM,4728,NPS,WYYNP,-110.26742,44.59995,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,4728,0,0,0,0,0,0,0,0.26,,DEFAULT,0,,9/30/1994 2:00:00 PM,WFMI,6/22/2003 6:00:00 AM,,Agency Aircraft,,,,PHIL PERKINS,FMO,,11/15/1995 7:00:00 AM,"THE TERN FIRE WAS DISCOVERED BY 122 AT 1612 ON 8/6/94 WHILE WORKING ON THE     PELICAN FIRE. DUE TO LACK OF RESOURCES AND THE LOCATION OF THIS FIRE AND IT    BEING THE FIFTH NEW START OF THE DAY, THIS FIRE WAS PUT INTO A CONFINE MODE.   THE TERN FIRE BECAME ACTIVE ON 8/18 AND A NEW EFSA WAS DEVELOPED TO PUT BOTH   THE TERN AND RAVEN INTO CONTAIN/CONFINE MODES ON 8/19. ALSO ON 8/19, A BLACK-  LINE WAS PUT IN FROM PELICAN CREEK TO THE WEST FLANK ON THE TERN FIRE AND A    BURNOUT OPERATION INITIATED. LINE CONSTRUCTION WAS BEGUN ALONG THE WEST FLANK  TO KEEP THE FIRE FROM BURNING THROUGH THE 1981 BURN. APPROXIMATELY FIVE MILES  OF LINE WAS BUILT AND LINE HELD BETWEEN 8/19 AND 9/30 WHEN THE FIRE WAS        DECLARED CONTROLLED. THE FIRE WAS REHABBED AND DECLARED OUT ON 10/5/94.",,,,,,,,,,,639119,10/6/1994 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:02 PM,1/30/2023 4:30:02 PM,,0,,44.59995,-110.26742,,8/8/1994 5:02:00 PM,,,,,,,0,,0,,1,000025,,4/10/2017 6:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480113,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{24982CA7-FFF7-4D9A-9463-E5A5A352CB01},PELICAN,1994,1994-WYYNP-000026,WF,FI,8/5/1994 3:28:00 PM,81,NPS,WYYNP,-110.33409,44.58328,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0.93,,DEFAULT,0,,8/14/1994 12:00:00 AM,WFMI,6/22/2003 6:00:00 AM,,Other Agency Employee,,,,RICHARD R BAHR,AFMO,,10/4/1994 6:00:00 AM,"THE PELICAN FIRE WAS DETECTED BY A LAKE PATROL RANGER ON 8/5/94 AT 0928 HOURS  AS A WISP OF SMOKE COMING UP FROM THE LOWER PELICAN CREEK AREA. AN INITIAL     ATTACK HELITACK CREW WAS LAUNCHED TO THE AREA BUT AERIAL RECON AND GROUND      COVERAGE DIDN'T FIND THE SOURCE OF THE SMOKE SO THEY RETURNED TO MAMMOTH. THE  FOLLOWING DAY THE SMOKE WAS AGAIN OBSERVED BUT THE HELITACK CREW WAS COMMITTED TO A REPORT OF A DOWNED AIRCRAFT IN THE NE CORNER OF THE PARK. IMMEDIATELY     FOLLOWING THE RESOLUTION OF THE REPORTED DOWNED AIRCRAFT THE PELICAN FIRE WAS  INITIAL ATTACKED, 8/6 AT 1818 HOURS. SIZE-UP AT INITIAL ATTACK SHOWED THE FIRE AT 5.0 ACRES AND NO SAFE ANCHOR POINT UNTIL THE FIRE REACHED 7 TO 8 ACRES WHEN IT WOULD BURN INTO THE PELICAN CREEK DRAINAGE. MOBILIATION CONTINUED ON THIS   FIRE THROUGH 8/9 WITH LIMITATIONS COMING FROM UNAVAILABILITY OF RESOURCES DUE  TO THE NATIONAL SITUATION AND MULTIPLE STARTS OCCURRING WITHIN YELLOWSTONE.    ULTIMATELY RESOURCES COMMITMENT ON THIS FIRE INCLUDED 4 HANDCREWS AND 2        HELICOPTERS. THE FIRE WAS CONTROLLED ON 8/13 AT 1800 HOURS AT 81.0 ACRES.      THE FIRE WAS MOPPED UP TO 100% STANDARDS AND DECLARED OUT ON 8/18/94.",,,,,,,,,,,639120,8/19/1994 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:02 PM,1/30/2023 4:30:02 PM,,0,,44.58328,-110.33409,,8/7/1994 12:18:00 AM,,,,,,,0,,0,,1,000026,,8/2/2006 6:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480106,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{5811D218-FAF7-4DBA-98FD-ED4E43A95DB4},TELEMARK,1994,1994-WYYNP-000027,WF,FI,8/7/1994 2:18:00 AM,6,NPS,WYYNP,-111.08412,44.86659,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.89,,DEFAULT,0,,8/10/1994 12:00:00 AM,WFMI,6/22/2003 6:00:00 AM,,Other,,,,PHIL PERKINS,FMO,,8/16/1994 6:00:00 AM,"THE TELEMARK FIRE WAS DETECTED AT 2018 ON 8/6/94, SIZE AT DETECTION WAS 2 ACRE INITIAL ATTACK WAS 0733 ON 8/7 WITH 7 SMOKEJUMPRS. THE FIRE GREW TO 6 ACRES    AND A 20 PERSON CREW WAS ORDERED AND FLOWN INTO THE FIRE ON 8/7. THE FIRE      SUPPRESSION EFFORTS WERE SUPPORTED BY RETARDENT DROPS AND THE FIRE SPREAD WAS  HALTED AT 6 ACRES. THE FIRE WAS CONTROLLED AT 1800 ON 8/9 AND THE FIRE WAS     DECLARED OUT ON 8/12/94 FOLLOWING A PROBEYE FLIGHT.",,,,,,,,,,,639121,8/13/1994 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:02 PM,1/30/2023 4:30:02 PM,,0,,44.86659,-111.08412,,8/7/1994 1:33:00 PM,,,,,,,0,,0,,1,000027,,8/2/2006 6:00:00 AM,,,,,Gallatin,MTBDC,,,NPS,Federal,NPS,,US-MT,,,480104,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{2E73B782-B4BB-4B34-A642-84EAB138E9EE},THUMB,1994,1994-WYYNP-000028,WF,FI,8/7/1994 8:10:00 PM,0.1,NPS,WYYNP,-110.6341,44.39994,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.65,,DEFAULT,0,,8/8/1994 12:00:00 AM,WFMI,6/22/2003 6:00:00 AM,,Other Aircraft,,,,PHIL PERKINS,FMO,,8/16/1994 6:00:00 AM,THE THUMB FIRE WAS REPORTED TO THE WEST YELLOWSTONE JUMP BASE DISPATCHER AT    1410 ON 8/7/94. THE LOCATION WAS BETWEEN SHOSHONE LAKE AND WEST THUMB. A       SMOKEJUMPER PLANE WAS DISPATCHED TO INITIAL ATTACK THE FIRE AT 1510 BUT NEVER  FOUND THE FIRE. THE AREA WAS MONITORED CLOSELY UNTIL 8/12 AND DECLARED OUT AS  IT WAS NEVER DETECTED AGAIN.,,,,,,,,,,,639122,8/13/1994 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:02 PM,1/30/2023 4:30:02 PM,,0,,44.39994,-110.6341,,8/7/1994 9:10:00 PM,,,,,,,0,,0,,1,000028,,8/2/2006 6:00:00 AM,,,,,Teton,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480107,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{F34EE360-D056-445F-8762-D2CA19E5D916},GREGG,1994,1994-WYYNP-000029,WF,FI,8/10/1994 9:21:00 PM,0.1,NPS,WYYNP,-110.85077,44.28326,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.58,,DEFAULT,0,,8/12/1994 12:00:00 AM,WFMI,6/22/2003 6:00:00 AM,,Public,,,,PHIL PERKINS,FMO,,8/16/1994 6:00:00 AM,THE GREGG FIRE WAS REPORTED BY A VISITOR TO OLD FAITHFUL RANGERS AT 1521 ON    8/11/94. THE FIRE WAS LIGHTNING CAUSED AND WAS LOCATED NEAR CAMPSITE 9D2 NEAR  THE GREGG FORK OF THE BECHLER RIVER. 313 POLLUCK CHECKED THE FIRE AND REPORTED ONE HOT SPOT AND PROCEEDED TO SUPPRESS THE FIRE. THE FIRE WAS DECLARED         CONTROLLED AT 155o ON 8/11 AND WAS DECLARED OUT ON 8/12 FOLLOWING A PROBEYE    FLIGHT.,,,,,,,,,,,639123,8/13/1994 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:02 PM,1/30/2023 4:30:02 PM,,0,,44.28326,-110.85077,,8/11/1994 1:00:00 PM,,,,,,,0,,0,,1,000029,,8/2/2006 6:00:00 AM,,,,,Teton,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480101,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{710BBF7D-D0FA-48ED-B02D-B4CA622F4564},RAVEN,1994,1994-WYYNP-000030,WF,FI,8/13/1994 1:33:00 AM,3000,NPS,WYYNP,-110.20075,44.61661,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,1,,DEFAULT,0,,8/16/1994 12:00:00 AM,WFMI,6/22/2003 6:00:00 AM,,Fire Lookout(Tower),,,,PHIL PERKINS,FMO,,11/15/1994 7:00:00 AM,"THE RAVEN FIRE WAS DISCOVERED BY THE MT SHERIDAN LOOKOUT AT 1933 ON 8/12/94.   THE FIRE WAS INITIAL ATTACKED ON 8/13 BY YELLOWSTONE HELITACK AND DISTRICT     PERSONNEL, A TOTAL OF 7 PERSONNEL. THE FIRE SIZE WAS 2.5 ACRES. TWO CREWS WERE ASSIGNED TO THE FIRE AND IT WAS CONTROLLED AT 1800 ON 8/15. THE PERSONNEL WERE MOVED TO THE CASCADE FIRE AND THIS FIRE WAS CHECKED AND PROBEYED OVER THE NEXT THREE DAYS. DUE TO AN UNDETECTED SPOT OUTSIDE THE FIRE PERIMETER, THE RAVEN    FIRE ESCAPED AT 1600 ON 8/18. IT WAS PUT INTO A CONFINE MODE ON 8/19 IN        CONJUCTION WITH THE TERN FIRE. NO ADDITIONAL PERSONNEL WERE ASIGNED TO THE     RAVEN FIRE FOR SUPPRESSION, ONLY PROTECTION MEASURES WERE TAKEN FOR PELICAN    CONE LOOKOUT. THE RAVEN FIRE BURNED APPROXIMATELY 3000 ACRES AND WAS           DECLARED OUT ON 10/31/94.",,,,,,,,,,,639124,11/1/1994 6:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:02 PM,1/30/2023 4:30:02 PM,,0,,44.61661,-110.20075,,8/13/1994 3:06:00 PM,,,,,,,0,,0,,1,000030,,8/2/2006 6:00:00 AM,,,,,Park,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480113,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
{3F90E9A5-12AB-41B1-B8E8-E816A9204197},PITCHSTONE,1994,1994-WYYNP-000031,WF,FI,8/14/1994 2:49:00 PM,0.1,NPS,WYYNP,-110.80077,44.24993,,Natural,Natural,Lightning,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.57,,DEFAULT,0,,8/14/1994 9:00:00 PM,WFMI,6/22/2003 6:00:00 AM,,Other Aircraft,,,,PHIL PERKINS,FMO,,8/27/1994 6:00:00 AM,THE PITCHSTONE FIRE WAS REPORTED BY AIR IDAHO AT 0849 ON 8/14/94. TWO          SMOKEJUMPERS WERE DROPPED INTO THIS LIGHTNING CAUSED FIRE AT 1030. THEY SPENT  THE NIGHT ON THE FIE AND WERE RETRIEVED THE FOLLOWING AFTERNOON. THE           PITCHSTONE FIRE WAS MONITORED BY LOOKOUTS AND NO FIRE ACTIVITY WAS OBSERVED    FOLLOWING INITIAL ATTACK BY THE JUMPERS. THE PITCHSTONE FIRE WAS DECLARED OUT  ON 8/23/94.,,,,,,,,,,,639125,8/24/1994 5:59:59 AM,,,NRCC,,,0,1/30/2023 4:30:02 PM,1/30/2023 4:30:02 PM,,0,,44.24993,-110.80077,,8/14/1994 5:28:00 PM,,,,,,,0,,0,,1,000031,,8/2/2006 6:00:00 AM,,,,,Teton,MTBDC,,,NPS,Federal,NPS,,US-WY,,,480107,,,Incomplete,,-7,,,0,,,,,,,,,,,,,,,,,,,,
